,x_tr,future
558,"[ 5 29  5  3  5 15  5 29  5  5  5  5 28  5 11  5 29  5 30  5 13  5  4  5
 13  5 22 13  2 13  8  1]",[29  5  3  5 15  5 29  5]
559,"[25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11 23 20
 25  3  3  4  5  1 26 20]",[33 26 22 26  7 26 25 19]
560,"[21 18 32 21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16 16 18 21 18 21
 19 21 19 19 19 19 19 19]",[18 32 21 32 21 18 16 16]
561,"[10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31
 13 21 11 31 22 11 31 13]",[21 11 27  3 33 11 27 10]
562,"[21 32 21 16 32 31 32 32 21 31 21 32 21 32 21 31 21 32 21 32 21 18 16 16
 18 21 18 32 21 32 21 18]",[32 21 16 32 31 32 32 21]
563,"[32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21 32 21 32
 21 31 21 32 21 16 32 31]",[21 32 21 31 21 32 32 31]
564,"[ 8 10  8 11  3 17 11  3 31 11  3 11  3 17 13  1  3 13  1  3 31 13  1  3
 13  1  3 10 11  3 25 10]",[10  8 11  3 17 11  3 31]
565,"[10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6 10  5 28  1 20
 29 33  6 10 33 28  1 20]",[29  2  1  7 28 29 20  1]
566,"[28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2
 29  1  1 29 29 13 29 29]",[ 1 20 29 28  1 20 29 28]
567,"[19 19 19 19 19 29 27 11 19 24  2 29 11 19 24  2 31 11 19 26  3 22 27 11
 19 13 26  3 22 11 19 13]",[19 19 19 19 29 27 11 19]
568,"[19 10  2 16 16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33
 11 19  6  2 31 11 19  3]",[10  2 16 16  0  0  0  0]
569,"[ 2 24  8  5 24  2 24 27 10 17  2 10 25 10 23  2 10  8 22  2 17  2 13  2
  2  2  2  2  8  2 22  4]",[24  8  5 24  2 24 27 10]
570,"[ 1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28
  1 20 29 28  1 20 29 28]",[20 29 33  6 10  5 28  1]
571,"[ 1 26 18  1  3 31  1 10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13
 21 11 31 29 22 11 31 13]",[26 18  1  3 31  1 10 21]
572,"[ 1 10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11
 31 13 21 11 31 22 11 31]",[10 21 11 27  3 33 11 27]
573,"[10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31  1 10 21 11 27  3 33
 11 27 10 21 11 27  3 33]",[18  1  6 31  1 10 18  1]
574,"[ 4  2 24  5 24  2 24 24  4  2 24 25  5 24  2 24 12 24  4  2 24  5 24  2
 24 24  4  2 24 25  5 24]",[ 2 24  5 24  2 24 24  4]
575,"[29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20
  2 26  2  7 22 15  2  1]",[ 2 29 26  2  7 29 22  2]
576,"[15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21
 32 21 32 16 16 21 31 21]",[26  3 22 11 19 15 26 29]
577,"[ 6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6
 10  5 28  1 20 29 33  6]",[10 15 13  6 10 29  2  1]
578,"[ 1 31 24 11  1 24 11  1  8 21  8 27  8 31 33  8 19  7  8  2 26  8 10  8
 11  3 17 11  3 31 11  3]",[31 24 11  1 24 11  1  8]
579,"[28  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1 29
  1  1 29  1  1 29  1  1]",[ 7  2 24 29 20 29  1 24]
580,"[ 7  2 13  1 29 23  4  4  8  8  0  8  8  8  8  8  8  8  2 10 11 29  6 25
 25 14 14 14  2 13  1 29]",[ 2 13  1 29 23  4  4  8]
581,"[17 11 24 30 24 24 25 30 24  4 11 24 30 24 24  8 30 24 17 11 24 30 24 24
 25 30 24  4 11 24 30 24]",[11 24 30 24 24 25 30 24]
582,"[11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13 21
 11 31 22 11 31 13 21 11]",[27  3 33 11 27 10 21 11]
583,"[22 16 19 16 19  2  2  0  0 14 20 20 15  3 15  3  1  1  7  7 33  7 15  7
  6  7  2 13 29  6 20 15]",[16 19 16 19  2  2  0  0]
584,"[ 2 19 25 25 14 14  2 13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1 29
 15 20  4 23 23 23 14 12]",[19 25 25 14 14  2 13  1]
585,"[29 27 31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14
 20 20 15  3 15  3  1  1]",[27 31 33 22  0 27 22 27]
586,"[29 27  3  3 29 29  2  3 26 29  2  1  7 13 22 29  2 20  1 20  1 15 13 29
  1 13  2 13  1 29 27 31]",[27  3  3 29 29  2  3 26]
587,"[23  6  3 23  5  1 25 26  3  4  5  1 26  3  5  1 26  3  5  1 26  1 24 25
  1 24  1 24  1 24 29 17]",[ 6  3 23  5  1 25 26  3]
588,"[10 11  3 25 10 11  3 31 10 11  3 10 11  3 25 26 13 23  3  4 26 13  3 12
 22 26 23 19 26  4 31 26]",[11  3 25 10 11  3 31 10]
589,"[ 9  3 21 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27
 18  2 27 18 13 27 18 13]",[ 3 21 18  2 27 18  2 27]
590,"[26 23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13
 23  7 11 30 11  9 13 26]",[23 19 26  4 31 26 25 33]
591,"[29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20
 29 33  6 10  5 28  1 20]",[20  1  6 10 15 13  6 10]
592,"[24 17 11 24 30 24 24 25 30 24  4 11 24 30 24 24  9  2 24  8  5 24  2 24
 27 10 17  2 10 25 10 23]",[17 11 24 30 24 24 25 30]
593,"[ 2 29 33 11 19 10  2 16 16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19
  6  2 29 33 11 19  6  2]",[29 33 11 19 10  2 16 16]
594,"[24 10 13 10 10 10 23 26 25  1  4  1  1 10 13 11 13 11  4  1  2  4  1 23
  1  1 24 10 13 10  1 23]",[10 13 10 10 10 23 26 25]
595,"[33  6 10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29
 28  1 20 29 28  1 20 29]",[ 6 10  5 28  1 20 29 33]
596,"[32 32 21 31 21 32 21 32 21 31 21 32 21 32 21 18 16 16 18 21 18 32 21 32
 21 18 16 16 18 21 18 32]",[32 21 31 21 32 21 32 21]
597,"[28 27 31 33 22  0 27 22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0
 23  4 20 20 15  3 15  3]",[27 31 33 22  0 27 22 29]
598,"[13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0 15 25 16 25  8  8 17  0
 17  0 23  4 29 33 27 11]",[20 28 27 31 33 22  0 27]
599,"[10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1
 20 29 28  1 20 29 28  1]",[ 5 28  1 20 29 33  6 10]
600,"[13  5 30  5 15 13  5 29  5  5 30  5 13  5  5 13  5 30  5 15 13  5 29  5
  5  3  5 15  5 29  5  5]",[ 5 30  5 15 13  5 29  5]
601,"[ 6  3  9 12  1  5 23 12  9  3 21 18  2 27 18  2 27 18  2 27 18  2 27 18
  2 27 18  2 27 18  2 27]",[ 3  9 12  1  5 23 12  9]
602,"[ 2  2  0  0 14 29  2  3 26 29  2  1  7 13 22 29  2 20  1 20  1 15 13 29
  1 13  2 13  1 29 27 31]",[ 2  0  0 14 29  2  3 26]
603,"[30 22  4 24 22  9 30 22  8  9 24 30  5 13  5  5 13  5 30  5 15 13  5 29
  5  5 30  5 13  5  5 13]",[22  4 24 22  9 30 22  8]
604,"[27  3  3 29 29  2  3 26 29  2  1  7 13 22 29  2 20  1 20  1 15 13 29  1
 13  2 13  1 29 27 31 33]",[ 3  3 29 29  2  3 26 29]
605,"[ 7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29 20  1
  6 10 15 13  6 10 29  2]",[ 2 13 29  6 20 15  6  3]
606,"[ 0  0 21 31 21 32 21 32 16 16 21 31 21 32 21 32 21 31 21 32 32 31 32 32
 31 32 32 31 32 21 32 21]",[ 0 21 31 21 32 21 32 16]
607,"[ 4 11 23  1 11  1 11  1 11 23 23 23 23 20 23 15 23  6  3 23  5  1 25 26
  3  4  5  1 26  3  5  1]",[11 23  1 11  1 11  1 11]
608,"[32 31 32 21 32 21 31 21 32 21 32 21 31 21 32 21 16 32 31 32 32 21 31 21
 32 21 32 21 31 21 32 21]",[31 32 21 32 21 31 21 32]
609,"[ 1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2
 29 26  2  7 29 22  2 29]",[20 29 28  1 20 29 28  1]
610,"[29  1  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2 10 18
  1  6 31  1 10 18  1  6]",[ 1  1 29  1 27  2  1 29]
611,"[15 20 14 12 26 13  3 15 14 14 13  1 29 15 20 28 21 19 30 25 14  4  0  8
 11 29  6 28 21 19 30 25]",[20 14 12 26 13  3 15 14]
612,"[ 7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1  1 29  1
 27  2  1 29  1 27  2  1]",[20 20 28  7 20 27 29  1]
613,"[11 20  9  6  1 12  6 15 23 20  4 20  3 17  6 20 15 12 32 18 12 21 12 12
 31 33 22 19 12  7 12 30]",[20  9  6  1 12  6 15 23]
614,"[33 22 19 19  2  2 14  9  9 27 27 22 19 22 19  8  8 27 27 22 22 19 19 17
 17 14 14 14 14 14 14  4]",[22 19 19  2  2 14  9  9]
615,"[ 1 24  2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29
  1  1 29  1 27  2  1 29]",[24  2 28  7 20 20 28  7]
616,"[11  3 10 11  3 25 26 13 23  3  4 26 13  3 12 22 26 23 19 26  4 31 26 25
 33 26 22 26  7 26 25 19]",[ 3 10 11  3 25 26 13 23]
617,"[ 5 29  5  5  3  5 15  5 29  5  5  5  5 28  5 11  5 29  5  3  5 15  5 29
  5  5  5  5 28  5 11  5]",[29  5  5  3  5 15  5 29]
618,"[31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26 29 33 11 19 10  2 29
 33 11 19 10  2 16 16  0]",[11 19 26  3 22 27 11 19]
619,"[24 20 24 28 30 24 11 24 30 24 24 30 24 15 11 24 30 24 12 24  4  2 24  5
 24  2 24 24  4  2 24 25]",[20 24 28 30 24 11 24 30]
620,"[25 17 25  0 17  8  4 25 17  0  0 29 29 29 29 29 29 29 29 29 29 29 17 12
  9 12  9 18 31 27 18 31]",[17 25  0 17  8  4 25 17]
621,"[15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28
 29 20  1  6 10 15 13  6]",[ 7  6  7  2 13 29  6 20]
622,"[10  2 19 25 25 14 14  2 13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1
 29 15 20  4 23 23 23 14]",[ 2 19 25 25 14 14  2 13]
623,"[31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20
 15  3 15  3  1  1  7  7]",[33 22  0 27 22 27 31 33]
624,"[11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21
 11 27 29 33 11 27 13 21]",[27  3 33 11 27 10 21 11]
625,"[ 9 13 30 13 30 30 13 30  4 30  9 30 30 17 30 30 24 24 17  5 24 24  9 30
 30 30 30 30  4 30  5 30]",[13 30 13 30 30 13 30  4]
626,"[13 30 30 13 30  4 30  9 30 30 17 30 30 24 24 17  5 24 24  9 30 30 30 30
 30  4 30  5 30 30 30 30]",[30 30 13 30  4 30  9 30]
627,"[12  9  3 21 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2
 27 18  2 27 18 13 27 18]",[ 9  3 21 18  2 27 18  2]
628,"[ 1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29
  1  1 29 29 13 29 29  3]",[20 29 28  1 20 29 28  1]
629,"[23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23
  7 11 30 11 23 20 25  3]",[19 26  4 31 26 25 33 26]
630,"[13 21 11 31  1 22 11 31 13 21 11 31 22 11 31 23 27  6  6  6  6 15  6  3
  9 33  9  9  9 33  9  9]",[21 11 31  1 22 11 31 13]
631,"[ 3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21
 32 16 16 21 31 21 32 21]",[22 11 19 15 26 29 33 11]
632,"[22 11 31 13 21 11 31 22 11 31  7  2 24 29 20 29  1 24  1 24  2 28  7 20
 20 28  7 20 27 29  1  1]",[11 31 13 21 11 31 22 11]
633,"[14 29  1 13  2  7 22 23  4  4 25  8  8  8  8  8  8  8 11 10  2 19 25 25
 14 14  2 13  1 29 15 20]",[29  1 13  2  7 22 23  4]
634,"[ 1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3
 29  1 13 29 20 20  2 26]",[20 29 28  1 20 29  2 29]
635,"[29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29
 33 11 19  6  2 11  0  8]",[33 11 19  6  2 31 11 19]
636,"[29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29 33 27 11 19  6  2 29
 33 11 19  6  2 31 11 19]",[11 19 24  2 29 11 19 24]
637,"[ 4 25 17  0  8 25  0 17  0  8  9  4 25 17 25  0 17  8  4 25 17 25  0 17
  8  4 25 17  0 28  4 25]",[25 17  0  8 25  0 17  0]
638,"[10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1
 20 29 28  1 20 29 28  1]",[ 5 28  1 20 29 33  6 10]
639,"[ 4 29 33 27 11 19 10  2 29 33 11 19 10  2 31 11 19 26  3 22 27 11 19 13
 26  3 22 11 19 13 26 29]",[29 33 27 11 19 10  2 29]
640,"[10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1
 20 29  2 29 26  2  7 29]",[33 28  1 20 29 28  1 20]
641,"[17 17  9  9  4 25 17 28 28 17 17 17 17 17  8 25  8  8  4 25 28 28 17  4
 17  9 17  9  4 23  4  4]",[17  9  9  4 25 17 28 28]
642,"[11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21
 31 21 32 21 32 16 16 21]",[19 15 26  3 22 11 19 15]
643,"[ 2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26 29 11 19 24  2 29
 11 19 24  2 16 16 16 16]",[31 11 19 26  3 22 27 11]
644,"[26 29  2  1  7 13 22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31
 33 22  0 27 22 27 31 33]",[29  2  1  7 13 22 29  2]
645,"[27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18 13 27 18 13 27 18 13
 27 18 13 27 14 18  1 27]",[18  2 27 18  2 27 18  2]
646,"[ 9  9  8  8  8  8 17 17  0  0 25  0 17  0  8  9  4 25 17  0  8 25  0 17
  0  8  9  4 25 17 25  0]",[ 9  8  8  8  8 17 17  0]
647,"[ 4  1  2  4  1 23  1  1 24 10 13 10  1 23 29 12 23  2  4 12  8  7 23  8
 10 33 24 10 13 10 26 12]",[ 1  2  4  1 23  1  1 24]
648,"[17 17 17 17 17 17 17 17 17 14 14 14 14 14 14 14 22  7  2 13  1 29 23  4
  4  8  8  0  8  8  8  8]",[17 17 17 17 17 17 17 17]
649,"[ 2 24 24  4  2 24 25  5 24  2 24 24  8 30 24 17 11 24 30 24 24 25 30 24
  4 11 24 30 24 24  8 30]",[24 24  4  2 24 25  5 24]
650,"[ 1  1 29  1  1 29  1  1 29  1  1 29  1  1 29  1 27  2  1 29  1 27  2  1
 29  1 27  2  1 29  1 27]",[ 1 29  1  1 29  1  1 29]
651,"[23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11 12 20 20  9
  6  1  9 23 12  6 15  9]",[20 25  3  3  4  5  1 26]
652,"[ 2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1 11
 29 21 11 27  2 21 11 29]",[28  7 20 20 28  7 20 27]
653,"[21 32  0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19 19
 29 27 11 19 24  2 29 11]",[32  0 21 18 16 16 18 21]
654,"[13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20
  1 33  6 10  5 28  1 20]",[ 6 10 29  2  1  7 28 29]
655,"[12 33 12 12 33 23 33 33 33 33 20  9 33 12 10  6  5  6  9  6 20  6 23 12
  9  7 10  9  9  9  7 10]",[33 12 12 33 23 33 33 33]
656,"[12  4  9  4  8  4  9  9  9  8  8  8  8 17 17  0  0 25  0 17  0  8  9  4
 25 17  0  8 25  0 17  0]",[4 9 4 8 4 9 9 9]
657,"[ 0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15  3 15
  3  1  1  7  7 33  7 15]",[27 22 27 31 33 22  0 27]
658,"[26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31
 21 32 21 32 21 31 21 32]",[29 33 11 19  6  2 11  0]
659,"[ 5 24  2 24 24  4  2 24 25  5 24  2 24 12 24  4  2 24  5 24  2 24 24  4
  2 24 25  5 24  2 24 24]",[24  2 24 24  4  2 24 25]
660,"[ 6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31  1 10 21 11
 27  3 33 11 27 10 21 11]",[31  1 10 18  1  6 31  1]
661,"[16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15
 26  3 22 11 19 15 26 29]",[29 33 27 11 19  6  2 29]
662,"[24 15 11 24 30 24 12 24  4  2 24  5 24  2 24 24  4  2 24 25  5 24  2 24
 12 24  4  2 24  5 24  2]",[15 11 24 30 24 12 24  4]
663,"[ 2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1
 28  1 20 15 29 15 13 20]",[29  1  1 29 29 13 29 29]
664,"[ 2 24  5 24  2 24 24 15  2 24  5 24  2 24  3 24 15  2 24  5 24  2 24 24
 15  2 24  5 24  2 24 20]",[24  5 24  2 24 24 15  2]
665,"[26 13 12 22 26 23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26  4 26  4
  7 13 26 13 23  7 11 30]",[13 12 22 26 23 19 26  4]
666,"[14 14  4  4  4 14  9  9  9  8  8 28  8  8  8  8  8  9 17 17 17  9  9  4
 25 17 28 28 17 17 17 17]",[14  4  4  4 14  9  9  9]
667,"[32 21 32 16 16 21 31 21 32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32
 21 32 21 31 21 32 21 32]",[21 32 16 16 21 31 21 32]
668,"[24  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26 29 11 19 24  2
 29 11 19 24  2 16 16 16]",[ 2 31 11 19 26  3 22 27]
669,"[21 19 21 19 19 19 19 19 19 19 19 19 19 19 29 27 11 19 24  2 29 11 19 24
  2 31 11 19 26  3 22 27]",[19 21 19 19 19 19 19 19]
670,"[18 28 27 14 14 14 14 14 14 29  1 13  2  7 22 23  4  4 25  8  8  8  8  8
  8  8 11 10  2 19 25 25]",[28 27 14 14 14 14 14 14]
671,"[ 3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0
  0  0 21 31 21 32 21 32]",[22 27 11 19 15 26  3 22]
672,"[13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6 10  5 28
  1 20 29 33  6 10 33 28]",[ 6 10 29  2  1  7 28 29]
673,"[27 18 15 27 18 15 27 14 18 20 27 14 18 20 27 18 28 27 18 28 27 14 14 14
 14 14 14 29  1 13  2  7]",[18 15 27 18 15 27 14 18]
674,"[29  6 25 25 14 14 14  2 13  1 29 15 20 14 12 26 13  3 15 14 14 13  1 29
 15 20 28 21 19 30 25 14]",[ 6 25 25 14 14 14  2 13]
675,"[11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11
 19 15 26 29 33 11 19  6]",[19  6  2 29 33 11 19  6]
676,"[ 6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7
 28 29 20  1 33  6 10  5]",[10 15 13  6 10 29  2  1]
677,"[29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26
  2  7 22 15  2  1 28  1]",[26  2  7 29 22  2 29  1]
678,"[ 1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7
 29 22  2 29  1  1 29 29]",[20 29 28  1 20 29 28  1]
679,"[27  0 27 27 27 27 27 27 27 27 27 27  0  0 27 27 27 27 27  3 27 27 27 29
 27  3  3 29 29  2  3 26]",[ 0 27 27 27 27 27 27 27]
680,"[29  1 13  2  7 22 23  4  4 25  8  8  8  8  8  8  8 11 10  2 19 25 25 14
 14  2 13  1 29 15 20  4]",[ 1 13  2  7 22 23  4  4]
681,"[24 15 30 24 15 30 24 13  5 16 16 16 16 16 16 16 25 16 25 27 31 27 31 33
 22 33 22 19 19  2  2 14]",[15 30 24 15 30 24 13  5]
682,"[33  9  9  9 23 33 12 33 33 33 33 33 12 33 12 12 12 33 12 12 33 23 33 33
 33 33 20  9 33 12 10  6]",[ 9  9  9 23 33 12 33 33]
683,"[22 19 22 19  8  8 27 27 22 22 19 19 17 17 14 14 14 14 14 14  4  4  4 14
  9  9  9  8  8 28  8  8]",[19 22 19  8  8 27 27 22]
684,"[ 3  5  1 26  3  5  1 26  1 24 25  1 24  1 24  1 24 29 17  3 11 20  9  6
  1 12  6 15 23 20  4 20]",[ 5  1 26  3  5  1 26  1]
685,"[12  7 12 30 26 12 24 11  1  8 24 11  1 31 24 11  1 24 11  1  8 21  8 27
  8 31 33  8 19  7  8  2]",[ 7 12 30 26 12 24 11  1]
686,"[ 2 13  2  2  2  2  2  8  2 22  4 30 22  4 24 22  9 30 22  8  9 24 30  5
 13  5  5 13  5 30  5 15]",[13  2  2  2  2  2  8  2]
687,"[23 12  9  3 21 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18
  2 27 18  2 27 18 13 27]",[12  9  3 21 18  2 27 18]
688,"[ 8 17  0 17  0 23  4 29 33 27 11 19 10  2 29 33 11 19 10  2 31 11 19 26
  3 22 27 11 19 13 26  3]",[17  0 17  0 23  4 29 33]
689,"[ 2  2  2  8  2 22  4 30 22  4 24 22  9 30 22  8  9 24 30  5 13  5  5 13
  5 30  5 15 13  5 29  5]",[ 2  2  8  2 22  4 30 22]
690,"[16 21 31 21 32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31
 21 32 21 32 21 31 21 32]",[21 31 21 32 21 32 21 31]
691,"[ 2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10
  5 28  1 20 29 33  6 10]",[ 1  7 28 29 20  1  6 10]
692,"[23 23 23 20 23 15 23  6  3 23  5  1 25 26  3  4  5  1 26  3  5  1 26  3
  5  1 26  1 24 25  1 24]",[23 23 20 23 15 23  6  3]
693,"[10 12 10 10 24 10 10 10 10 12 10 12 12 12 10 12 12  2  4 10 23 10 10 24
 10 13 10 10 10 23 26 25]",[12 10 10 24 10 10 10 10]
694,"[ 8 29  6 28  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28  7 20 27 29
  1  1 29  1  1 29  1  1]",[29  6 28  7  2 24 29 20]
695,"[18  1 27 14 18  1 27 14 18  1 27 14 18  1 27 18 29 27 18 29 27 18 15 27
 18 15 27 14 18 20 27 14]",[ 1 27 14 18  1 27 14 18]
696,"[31 33 22  0 27 22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0 23  4
 29 33 27 11 19 10  2 29]",[33 22  0 27 22 29  3  6]
697,"[20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1  1 29 29 13
 29 29  3 29  1 13 29 20]",[29 28  1 20 29 28  1 20]
698,"[32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21 32 21 32
 21 31 21 32 21 16 32 31]",[21 32 21 31 21 32 32 31]
699,"[16 16 18 21 18 32 21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16 16 18
 21 18 21 19 21 19 19 19]",[16 18 21 18 32 21 32 21]
700,"[19 16 19  2  2  0  0 14 20 20 15  3 15  3  1  1  7  7 33  7 15  7  6  7
  2 13 29  6 20 15  6  3]",[16 19  2  2  0  0 14 20]
701,"[15 17 14 14 25  8  4 17 17 23  4 25 25 12 12 12 12 28 20 12 15  6 12  3
 12  1  4 11 23  1 11  1]",[17 14 14 25  8  4 17 17]
702,"[12  8 23  8 23 23 23 23 23 23 30 23 25 23 12  9  6  3  9 12  1  5 23 12
  9  3 21 18  2 27 18  2]",[ 8 23  8 23 23 23 23 23]
703,"[10 23  2 10  8 22  2 17  2 13  2  2  2  2  2  8  2 22  4 30 22  4 24 22
  9 30 22  8  9 24 30  5]",[23  2 10  8 22  2 17  2]
704,"[ 2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2
 26  2  7 22 15  2  1 28]",[29 26  2  7 29 22  2 29]
705,"[26  4 26  4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4  5  1 26 20 25
  1 24 28 17 29  8 17  3]",[ 4 26  4  7 13 26 13 23]
706,"[32 31 32 32 21 31 21 32 21 32 21 31 21 32 21 32 21 18 16 16 18 21 18 32
 21 32 21 18 16 16 18 21]",[31 32 32 21 31 21 32 21]
707,"[ 5 24  2 24 24  4  2 24 25  5 24  2 24 24  8 30 24 17 11 24 30 24 24 25
 30 24  4 11 24 30 24 24]",[24  2 24 24  4  2 24 25]
708,"[23  4  4  8  8  4 12  4  9  4  8  4  9  9  9  8  8  8  8 17 17  0  0 25
  0 17  0  8  9  4 25 17]",[ 4  4  8  8  4 12  4  9]
709,"[27  2 21 11 29 21 11 27  2 21 11 29 21 11 27  2 21 10 18  1  6 31  1 10
 18  1  6 31  1 10 18  1]",[ 2 21 11 29 21 11 27  2]
710,"[ 2 24  5 24  2 24 24  4  2 24 25  5 24  2 24 24  8 30 24 17 11 24 30 24
 24 25 30 24  4 11 24 30]",[24  5 24  2 24 24  4  2]
711,"[26  3 22 27 11 19 13 26  3 22 11 19 13 26 29 33 11 19 10  2 29 33 11 19
 10  2 16 16  0  0  0  0]",[ 3 22 27 11 19 13 26  3]
712,"[20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29
 33  6 10  5 28  1 20 29]",[ 1  6 10 15 13  6 10 29]
713,"[ 2  1 28  1 20 15 29 15 13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0
 15 25 16 25  8  8 17  0]",[ 1 28  1 20 15 29 15 13]
